snapped_at,price,market_cap,total_volume
2022-12-16 00:00:00 UTC,0.042474246763388075,0.0,11.460355186717154
2022-12-17 00:00:00 UTC,0.042474246763388075,0.0,11.460355186717154
2022-12-18 00:00:00 UTC,0.03552465217321378,0.0,21846.819348060253
2022-12-19 00:00:00 UTC,0.027980853797762557,0.0,9927.608241026164
2022-12-20 00:00:00 UTC,0.02932732767240967,0.0,32482.595588271815
2022-12-21 00:00:00 UTC,0.02899623425739837,0.0,16841.025852530296
2022-12-22 00:00:00 UTC,0.029692212822067698,0.0,8395.281859318644
2022-12-23 00:00:00 UTC,0.031771492601283736,0.0,10602.615646220505
2022-12-24 00:00:00 UTC,0.03364883856770317,0.0,8415.01807930814
2022-12-25 00:00:00 UTC,0.035607791537298886,0.0,10971.266791302516
2022-12-26 00:00:00 UTC,0.032944592149614566,0.0,4656.613389907436
2022-12-27 00:00:00 UTC,0.03547055960152974,0.0,13216.853091635272
2022-12-28 00:00:00 UTC,0.048656271457648566,0.0,30429.154550563657
2022-12-29 00:00:00 UTC,0.06354448002561078,0.0,86459.06034331677
2022-12-30 00:00:00 UTC,0.06714795787676849,0.0,48620.93360979564
2022-12-31 00:00:00 UTC,0.06523415872493962,0.0,32809.232350107515
2023-01-01 00:00:00 UTC,0.059507722120825474,0.0,13941.878347435952
2023-01-02 00:00:00 UTC,0.058618132901423294,0.0,11611.967989124483
2023-01-03 00:00:00 UTC,0.057342087827981725,0.0,23806.63619973169
2023-01-04 00:00:00 UTC,0.05847958699781363,0.0,29417.97976498929
2023-01-05 00:00:00 UTC,0.05643791666972315,0.0,25815.01439515052
2023-01-06 00:00:00 UTC,0.05291003412231765,0.0,17618.050245152815
2023-01-07 00:00:00 UTC,0.0487018894484409,0.0,24711.580718603585
2023-01-08 00:00:00 UTC,0.05347499783449568,0.0,27923.866614534905
2023-01-09 00:00:00 UTC,0.061347774112271186,0.0,37964.06472668388
2023-01-10 00:00:00 UTC,0.052543088621553775,0.0,43421.76624509772
2023-01-11 00:00:00 UTC,0.05480276727639387,0.0,17897.480146299265
2023-01-12 00:00:00 UTC,0.05235526989311929,0.0,15027.74948644475
2023-01-13 00:00:00 UTC,0.05200414783763089,0.0,14812.000026397822
2023-01-14 00:00:00 UTC,0.053782570368683315,0.0,21228.17677163625
2023-01-15 00:00:00 UTC,0.05594437234875465,0.0,21027.526910877892
2023-01-16 00:00:00 UTC,0.05419344458025477,0.0,8360.060337321502
2023-01-17 00:00:00 UTC,0.05046050968579015,0.0,39628.10406432985
2023-01-18 00:00:00 UTC,0.05046533360104448,0.0,29575.65803737049
2023-01-19 00:00:00 UTC,0.05198461948404191,0.0,12049.60710282116
2023-01-20 00:00:00 UTC,0.05358960442523836,0.0,12073.19158224749
2023-01-21 00:00:00 UTC,0.05769588251043581,0.0,42277.32071929176
2023-01-22 00:00:00 UTC,0.057032627159710525,0.0,21156.25710172454
2023-01-23 00:00:00 UTC,0.06226785006286734,0.0,37645.530786449846
2023-01-24 00:00:00 UTC,0.058965339593873685,0.0,57912.31854961877
2023-01-25 00:00:00 UTC,0.05829574729599357,0.0,38715.83578542566
2023-01-26 00:00:00 UTC,0.05806917984989221,0.0,15374.628703078932
2023-01-27 00:00:00 UTC,0.07058505770916301,0.0,71271.24985333176
2023-01-28 00:00:00 UTC,0.06819196896091609,0.0,17591.474656559163
2023-01-29 00:00:00 UTC,0.07829583812543872,0.0,40806.75200944119
2023-01-30 00:00:00 UTC,0.08412108794552987,0.0,36357.197122403486
2023-01-31 00:00:00 UTC,0.07228295076308064,0.0,55369.84321498413
2023-02-01 00:00:00 UTC,0.07478547144599354,0.0,12599.103119397278
2023-02-02 00:00:00 UTC,0.07364063481027756,0.0,33845.39573021162
2023-02-03 00:00:00 UTC,0.07375628239361533,0.0,41550.450948373276
2023-02-04 00:00:00 UTC,0.07347293666231766,0.0,16352.701984342117
2023-02-05 00:00:00 UTC,0.07584900994351805,0.0,18902.633830047485
2023-02-06 00:00:00 UTC,0.07480563693098358,0.0,15532.15962283402
2023-02-07 00:00:00 UTC,0.07929123565615562,0.0,38196.71974943982
2023-02-08 00:00:00 UTC,0.07975424621738526,0.0,47274.732935094566
2023-02-09 00:00:00 UTC,0.09684585310141623,0.0,75608.04320562877
2023-02-10 00:00:00 UTC,0.12641033878120703,0.0,163846.28704229044
2023-02-11 00:00:00 UTC,0.15324259508406185,0.0,168288.86021226842
2023-02-12 00:00:00 UTC,0.15377660353140232,0.0,73424.45437115834
2023-02-13 00:00:00 UTC,0.15900667524298548,0.0,81481.11848260896
2023-02-14 00:00:00 UTC,0.1359566867259461,0.0,74246.10758778195
2023-02-15 00:00:00 UTC,0.14820814576072633,0.0,86752.8537526987
2023-02-16 00:00:00 UTC,0.16403108296765723,0.0,72503.23389597831
2023-02-17 00:00:00 UTC,0.14654989938117052,0.0,38704.12546558351
2023-02-18 00:00:00 UTC,0.14913850478187002,0.0,41163.006220839954
2023-02-19 00:00:00 UTC,0.14339303923286653,0.0,17846.662407366242
2023-02-20 00:00:00 UTC,0.1441954080487784,0.0,35727.65927257636
2023-02-21 00:00:00 UTC,0.13825097900578823,0.0,59813.714061479135
2023-02-22 00:00:00 UTC,0.13660070607948505,0.0,69607.57890788706
2023-02-23 00:00:00 UTC,0.11849505392829045,0.0,59873.08290467627
2023-02-24 00:00:00 UTC,0.12454045076878595,0.0,24121.73814669581
2023-02-25 00:00:00 UTC,0.11591303544324268,0.0,18901.297016823042
2023-02-26 00:00:00 UTC,0.1183169302432563,0.0,27709.18028731664
2023-02-27 00:00:00 UTC,0.11469889495752364,0.0,12332.20167309428
2023-02-28 00:00:00 UTC,0.10110961747226,0.0,33309.029143370986
2023-03-01 00:00:00 UTC,0.0882634931424944,0.0,49332.53893367071
2023-03-02 00:00:00 UTC,0.08071505899363542,0.0,29935.499217061228
2023-03-03 00:00:00 UTC,0.08332281312062399,0.0,30317.23979763166
2023-03-04 00:00:00 UTC,0.08689107882672305,0.0,10037.614747476
2023-03-05 00:00:00 UTC,0.0841366759840009,0.0,11979.96473574551
2023-03-06 00:00:00 UTC,0.07479354544725689,0.0,6405.713553935645
2023-03-07 00:00:00 UTC,0.07211350709489414,0.0,33689.123995435075
2023-03-08 00:00:00 UTC,0.07542663299822147,0.0,19517.253909469808
2023-03-09 00:00:00 UTC,0.08293133161094736,0.0,20456.630024352562
2023-03-10 00:00:00 UTC,0.07849237388268826,0.0,17086.419479773016
2023-03-11 00:00:00 UTC,0.0770016607296589,0.0,25870.55614686154
2023-03-12 00:00:00 UTC,0.07580594661622846,0.0,8854.537067661753
2023-03-13 00:00:00 UTC,0.07326521671722094,0.0,10818.966552588096
2023-03-14 00:00:00 UTC,0.0755793053936092,0.0,23824.911233188428
2023-03-15 00:00:00 UTC,0.08679520885391544,0.0,23078.333699860268
